Split,Image,Class_ID,Species,Image_Width,Image_Height,Center_X,Center_Y,BBox_Width,BBox_Height,BBox_Area
train,batch_ytvideo_165_molly_42_jpg.rf.bdf42a1d4cb9edbd8987dd97a8329459.jpg,7,PlatyFish,640,640,0.49765625,0.07890625,0.1140625,0.1578125,0.018000488281249998
train,batch_ytvideo_165_molly_42_jpg.rf.e5bdc1bc0fedb562aa4734a94202ede4.jpg,7,PlatyFish,640,640,0.5640625,0.078125,0.090625,0.15625,0.01416015625
train,batch_ytvideo_165_molly_43_jpg.rf.8d63d24e9cfa2ebd70617cd1a0f971ab.jpg,7,PlatyFish,640,640,0.5375,0.071875,0.16875,0.14375,0.0242578125
train,batch_ytvideo_165_molly_43_jpg.rf.fa4b8869d4e410a297138e647b25b614.jpg,7,PlatyFish,640,640,0.5375,0.92109375,0.190625,0.1578125,0.030083007812499996
train,batch_ytvideo_165_molly_44_jpg.rf.412ef668ab0c5bf3295f2fa739682f9d.jpg,7,PlatyFish,640,640,0.5859375,0.134375,0.1015625,0.2125,0.021582031249999998
train,batch_ytvideo_165_molly_44_jpg.rf.679b616ab16a6bc12e8e4975def8871f.jpg,7,PlatyFish,640,640,0.56015625,0.12890625,0.08828125,0.20625,0.0182080078125
train,batch_ytvideo_165_molly_45_jpg.rf.20b65f6731287679ea6392ba32f828ce.jpg,7,PlatyFish,640,640,0.61171875,0.21015625,0.20546875,0.32265625,0.0662957763671875
train,batch_ytvideo_165_molly_45_jpg.rf.220135c7b7d517684b3facfe96334e7f.jpg,7,PlatyFish,640,640,0.5859375,0.2015625,0.2328125,0.3390625,0.07893798828125
train,batch_ytvideo_165_molly_46_jpg.rf.0924250cdedd40328f0d42d71e15b87b.jpg,7,PlatyFish,640,640,0.4625,0.7703125,0.45,0.353125,0.15890625000000003
train,batch_ytvideo_165_molly_46_jpg.rf.2501ab102454cccab0e2ff6a254fcf4f.jpg,7,PlatyFish,640,640,0.75859375,0.58828125,0.28046875,0.40234375,0.1128448486328125
train,batch_ytvideo_165_molly_47_jpg.rf.0064ec91dd36fddab91b7468d9edb2a8.jpg,7,PlatyFish,640,640,0.5171875,0.209375,0.4671875,0.30625,0.143076171875
train,batch_ytvideo_165_molly_47_jpg.rf.0672fb197bdf098fd07eff6744b5af6a.jpg,7,PlatyFish,640,640,0.50703125,0.79140625,0.4578125,0.28984375,0.132694091796875
train,batch_ytvideo_165_molly_47_jpg.rf.2e11cd3c878a7579057dbce5cc594e3c.jpg,7,PlatyFish,640,640,0.49296875,0.79140625,0.4578125,0.28984375,0.132694091796875
train,batch_ytvideo_165_molly_47_jpg.rf.f3408a41c76edcc4debc7078d7497f4f.jpg,7,PlatyFish,640,640,0.54375,0.21171875,0.5015625,0.365625,0.1833837890625
train,batch_ytvideo_165_molly_48_jpg.rf.5b6b577c09f196beaf8090395fb33b26.jpg,7,PlatyFish,640,640,0.8734375,0.22109375,0.253125,0.4046875,0.1024365234375
train,batch_ytvideo_165_molly_48_jpg.rf.e67e4660c7e8910d3ee16bfe666b7e9f.jpg,7,PlatyFish,640,640,0.80546875,0.86953125,0.38828125,0.26015625,0.1010137939453125
train,batch_ytvideo_165_molly_49_jpg.rf.c9bb827f59acf97576b8f4934e9fece4.jpg,7,PlatyFish,640,640,0.8578125,0.25546875,0.271875,0.5109375,0.1389111328125
train,batch_ytvideo_165_molly_49_jpg.rf.e2105244dd7fb5cf64d10d22bbe0660c.jpg,7,PlatyFish,640,640,0.1375,0.7421875,0.2625,0.515625,0.1353515625
train,batch_ytvideo_165_molly_4_jpg.rf.3ab51cceff692bae07c73ea4346f3021.jpg,7,PlatyFish,640,640,0.2234375,0.63828125,0.3453125,0.3125,0.10791015625
train,batch_ytvideo_165_molly_4_jpg.rf.e33fea514b6cd4cb7b94d13eec2a631c.jpg,7,PlatyFish,640,640,0.35703125,0.22578125,0.30546875,0.34140625,0.1042889404296875
train,batch_ytvideo_165_molly_51_jpg.rf.5fbae0da3ee5d65f383e61ba2a48d6a7.jpg,7,PlatyFish,640,640,0.3859375,0.77421875,0.4703125,0.28359375,0.13337768554687499
train,batch_ytvideo_165_molly_51_jpg.rf.c5df7e6bee075e10280852f82ef7ec66.jpg,7,PlatyFish,640,640,0.33984375,0.75,0.5125,0.3625,0.18578124999999998
train,batch_ytvideo_165_molly_53_jpg.rf.6af4dbb66c458c7851b084200a679841.jpg,7,PlatyFish,640,640,0.64375,0.41015625,0.4125,0.328125,0.1353515625
train,batch_ytvideo_165_molly_53_jpg.rf.9cc218d626bf84a69f05f72ea24be966.jpg,7,PlatyFish,640,640,0.60859375,0.3703125,0.284375,0.3859375,0.10975097656249999
train,batch_ytvideo_165_molly_53_jpg.rf.b1ef14baa6ec995ada0efe2669587135.jpg,7,PlatyFish,640,640,0.621875,0.61796875,0.2484375,0.3625,0.09005859375
train,batch_ytvideo_165_molly_53_jpg.rf.c5544fc2e3d43f1e20062e8ac725bf3e.jpg,7,PlatyFish,640,640,0.378125,0.61796875,0.2484375,0.3625,0.09005859375
train,batch_ytvideo_165_molly_54_jpg.rf.86f67ce26397d36dc8e6ceeac445e70a.jpg,7,PlatyFish,640,640,0.53671875,0.58828125,0.3703125,0.484375,0.17937011718749998
train,batch_ytvideo_165_molly_54_jpg.rf.c70362e2ebd24d5ce5d29b0ba86c28af.jpg,7,PlatyFish,640,640,0.54296875,0.58515625,0.3390625,0.4625,0.15681640625
train,batch_ytvideo_165_molly_55_jpg.rf.13308f3d15e3afc43242eafd92ee6570.jpg,7,PlatyFish,640,640,0.42265625,0.77265625,0.275,0.259375,0.071328125
train,batch_ytvideo_165_molly_55_jpg.rf.19126ac242d1d4244d7d8c8f27defe82.jpg,7,PlatyFish,640,640,0.39453125,0.23671875,0.2515625,0.23359375,0.058763427734375005
train,batch_ytvideo_165_molly_55_jpg.rf.9bbac119831d4c8eb6e46615d5189de9.jpg,7,PlatyFish,640,640,0.22578125,0.57265625,0.2640625,0.278125,0.0734423828125
train,batch_ytvideo_165_molly_55_jpg.rf.ccd2148e309e7e3c0a5ce4d4c15645cc.jpg,7,PlatyFish,640,640,0.60546875,0.23671875,0.2515625,0.23359375,0.058763427734375005
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.5390625,0.88359375,0.09765625,0.09375,0.0091552734375
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.53671875,0.75546875,0.09375,0.11484375,0.010766601562499999
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.18125,0.29453125,0.1,0.11484375,0.011484375
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.05234375,0.365625,0.103125,0.225,0.023203124999999998
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.409375,0.94453125,0.11484375,0.11015625,0.012650756835937499
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.3453125,0.09609375,0.1234375,0.12265625,0.015140380859375
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.7921875,0.36015625,0.07421875,0.14609375,0.0108428955078125
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.6859375,0.38671875,0.06953125,0.12265625,0.0085284423828125
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.75234375,0.24375,0.08203125,0.07109375,0.0058319091796875
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.86875,0.26015625,0.09140625,0.10390625,0.009497680664062499
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.40234375,0.32265625,0.0671875,0.12890625,0.008660888671875
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.32734375,0.38359375,0.06015625,0.1875,0.011279296875
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.684375,0.56015625,0.1125,0.09375,0.010546875
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.2359375,0.51875,0.0703125,0.16015625,0.011260986328125
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.484375,0.453125,0.10078125,0.09609375,0.009684448242187501
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.63984375,0.959375,0.09375,0.08125,0.007617187500000001
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.93359375,0.471875,0.05546875,0.14140625,0.0078436279296875
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.82578125,0.83671875,0.084375,0.08359375,0.00705322265625
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.44375,0.09140625,0.0875,0.1828125,0.01599609375
train,batch_ytvideo_165_molly_56_jpg.rf.44dd8941e01c697b4ce1a5c54195830d.jpg,7,PlatyFish,640,640,0.0921875,0.07578125,0.140625,0.1515625,0.0213134765625
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.1203125,0.565625,0.1,0.103125,0.0103125
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.24765625,0.5546875,0.121875,0.1015625,0.012377929687499999
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.6828125,0.16796875,0.121875,0.1078125,0.0131396484375
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.603125,0.0515625,0.23125,0.103125,0.023847656249999998
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.05390625,0.43984375,0.1078125,0.1234375,0.013308105468750001
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.8921875,0.3171875,0.1296875,0.13125,0.017021484375000003
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.66015625,0.78203125,0.1515625,0.084375,0.0127880859375
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.62578125,0.67734375,0.1265625,0.0765625,0.00968994140625
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.7734375,0.73359375,0.078125,0.0859375,0.0067138671875
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.76484375,0.85078125,0.109375,0.096875,0.010595703125
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.6703125,0.38984375,0.1328125,0.0765625,0.010168457031250001
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.60390625,0.31953125,0.190625,0.071875,0.013701171874999998
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.453125,0.68828125,0.1015625,0.11875,0.012060546875
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.4625,0.2375,0.1640625,0.08125,0.013330078125
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.5453125,0.48125,0.103125,0.10625,0.010957031249999999
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.0515625,0.671875,0.0875,0.0984375,0.008613281249999999
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.55859375,0.93046875,0.14375,0.065625,0.00943359375
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.18671875,0.8484375,0.090625,0.090625,0.008212890625
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.90390625,0.415625,0.1890625,0.1,0.01890625
train,batch_ytvideo_165_molly_56_jpg.rf.58cc544f529931b83dac3a5f16806a91.jpg,7,PlatyFish,640,640,0.89453125,0.06953125,0.1609375,0.1390625,0.022380371093750004
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.4390625,0.9171875,0.103125,0.165625,0.017080078125
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.61953125,0.89140625,0.096875,0.140625,0.013623046875000001
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.7234375,0.778125,0.09375,0.09375,0.0087890625
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.3578125,0.45625,0.109375,0.18125,0.01982421875
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.6421875,0.11328125,0.084375,0.090625,0.007646484375
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.34296875,0.17734375,0.078125,0.115625,0.009033203125
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.29921875,0.04765625,0.1171875,0.0953125,0.01116943359375
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.36640625,0.74296875,0.1328125,0.215625,0.028637695312500003
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.56484375,0.44453125,0.109375,0.121875,0.013330078125
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.7015625,0.25625,0.096875,0.103125,0.009990234375
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.81953125,0.50234375,0.096875,0.11875,0.01150390625
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.4109375,0.24140625,0.084375,0.171875,0.014501953125000001
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.46328125,0.75234375,0.071875,0.1375,0.0098828125
train,batch_ytvideo_165_molly_59_jpg.rf.30d49bacf06c571677273943d8fb28e1.jpg,7,PlatyFish,640,640,0.93359375,0.78359375,0.059375,0.153125,0.009091796875
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.4390625,0.9171875,0.103125,0.165625,0.017080078125
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.61953125,0.89140625,0.09765625,0.13984375,0.013656616210937498
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.7234375,0.778125,0.09296875,0.09375,0.0087158203125
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.3578125,0.45625,0.109375,0.18125,0.01982421875
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.6421875,0.11328125,0.084375,0.09140625,0.00771240234375
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.34296875,0.17734375,0.07890625,0.11640625,0.0091851806640625
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.29921875,0.04765625,0.1171875,0.0953125,0.01116943359375
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.36640625,0.74296875,0.1328125,0.21484375,0.028533935546875
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.56484375,0.44453125,0.11015625,0.12109375,0.013339233398437499
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.7015625,0.25625,0.09765625,0.10390625,0.0101470947265625
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.81953125,0.50234375,0.09765625,0.11875,0.0115966796875
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.4109375,0.24140625,0.084375,0.17109375,0.01443603515625
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.46328125,0.75234375,0.07265625,0.1375,0.009990234375000002
train,batch_ytvideo_165_molly_59_jpg.rf.a53281d94c4c351db7f84efd5f6c00e6.jpg,7,PlatyFish,640,640,0.93359375,0.78359375,0.06015625,0.15390625,0.0092584228515625
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.62421875,0.903125,0.128125,0.1796875,0.0230224609375
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.44296875,0.90546875,0.1171875,0.1546875,0.01812744140625
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.32265625,0.809375,0.1078125,0.1078125,0.011623535156250002
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.63359375,0.434375,0.1359375,0.196875,0.026762695312499998
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.29921875,0.140625,0.096875,0.103125,0.009990234375
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.6046875,0.15703125,0.0953125,0.1265625,0.01206298828125
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.625,0.0390625,0.13125,0.078125,0.01025390625
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.6703125,0.71875,0.165625,0.234375,0.038818359375
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.42734375,0.45546875,0.1265625,0.1375,0.01740234375
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.2625,0.290625,0.1125,0.1171875,0.01318359375
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.18515625,0.55234375,0.1140625,0.1328125,0.01514892578125
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.54765625,0.23046875,0.1109375,0.1828125,0.02028076171875
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.57578125,0.74375,0.0921875,0.146875,0.013540039062500002
train,batch_ytvideo_165_molly_59_jpg.rf.b3a0c451e015ed213948d607c6f84fbc.jpg,7,PlatyFish,640,640,0.11640625,0.84765625,0.0828125,0.1609375,0.01332763671875
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.559375,0.9171875,0.103125,0.165625,0.017080078125
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.38046875,0.89140625,0.09765625,0.13984375,0.013656616210937498
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.2765625,0.778125,0.09296875,0.09375,0.0087158203125
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.6421875,0.45625,0.109375,0.18125,0.01982421875
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.3578125,0.11328125,0.084375,0.09140625,0.00771240234375
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.65703125,0.17734375,0.07890625,0.11640625,0.0091851806640625
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.69921875,0.04765625,0.1171875,0.0953125,0.01116943359375
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.63359375,0.74296875,0.1328125,0.21484375,0.028533935546875
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.43515625,0.44453125,0.11015625,0.12109375,0.013339233398437499
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.2984375,0.25625,0.09765625,0.10390625,0.0101470947265625
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.18046875,0.50234375,0.09765625,0.11875,0.0115966796875
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.5890625,0.24140625,0.084375,0.17109375,0.01443603515625
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.53671875,0.75234375,0.07265625,0.1375,0.009990234375000002
train,batch_ytvideo_165_molly_59_jpg.rf.c886550ae912dd968a6294f0c84b7bfd.jpg,7,PlatyFish,640,640,0.06640625,0.78359375,0.06015625,0.15390625,0.0092584228515625
train,batch_ytvideo_165_molly_5_jpg.rf.5d7b89183e5d4a8dcec9f1750d409cd1.jpg,7,PlatyFish,640,640,0.58984375,0.7375,0.2390625,0.525,0.1255078125
train,batch_ytvideo_165_molly_5_jpg.rf.c43c27e71d5c03442d989e1bcea3ed5d.jpg,7,PlatyFish,640,640,0.421875,0.25703125,0.2125,0.5140625,0.10923828124999999
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.596875,0.62578125,0.146875,0.146875,0.021572265625000003
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.7765625,0.3,0.1328125,0.1890625,0.02510986328125
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.71796875,0.209375,0.1515625,0.2359375,0.03575927734375
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.59375,0.82265625,0.1484375,0.2421875,0.03594970703125
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.2171875,0.64375,0.1125,0.115625,0.0130078125
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.5609375,0.31640625,0.1203125,0.1625,0.01955078125
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.45390625,0.409375,0.0921875,0.1390625,0.012819824218750001
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.625,0.2046875,0.1203125,0.1859375,0.022370605468750002
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.2609375,0.15859375,0.1234375,0.14375,0.017744140624999998
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.53046875,0.5625,0.1265625,0.1125,0.01423828125
train,batch_ytvideo_165_molly_60_jpg.rf.1fd6feb01580ebf80b2d7110648dda2d.jpg,7,PlatyFish,640,640,0.4765625,0.803125,0.09375,0.178125,0.01669921875
train,batch_ytvideo_165_molly_60_jpg.rf.bbf831a8fdf7c624cbc86ee1fe4c49fc.jpg,7,PlatyFish,640,640,0.3578125,0.5703125,0.146875,0.146875,0.021572265625000003
train,batch_ytvideo_165_molly_60_jpg.rf.bbf831a8fdf7c624cbc86ee1fe4c49fc.jpg,7,PlatyFish,640,640,0.3390625,0.19921875,0.1328125,0.1890625,0.02510986328125
train,batch_ytvideo_165_molly_60_jpg.rf.bbf831a8fdf7c624cbc86ee1fe4c49fc.jpg,7,PlatyFish,640,640,0.43125,0.14375,0.1515625,0.2359375,0.03575927734375
train,batch_ytvideo_165_molly_60_jpg.rf.bbf831a8fdf7c624cbc86ee1fe4c49fc.jpg,7,PlatyFish,640,640,0.27421875,0.7484375,0.1484375,0.2421875,0.03594970703125
train,batch_ytvideo_165_molly_60_jpg.rf.bbf831a8fdf7c624cbc86ee1fe4c49fc.jpg,7,PlatyFish,640,640,0.690625,0.753125,0.1125,0.115625,0.0130078125
train,batch_ytvideo_165_molly_60_jpg.rf.bbf831a8fdf7c624cbc86ee1fe4c49fc.jpg,7,PlatyFish,640,640,0.52578125,0.3078125,0.1203125,0.1625,0.01955078125
